fen,best
k6r/p4p2/QP5p/3p1P2/4p2q/1NP5/1P6/R4R1K w - - 4 32,h1g2
Q7/1Q3ppk/3p3p/4p3/8/6b1/5P1q/6K1 w - - 6 42,g1f1
5rk1/5ppp/p3b3/4P3/4QK2/P2B2PP/Rp5b/2r5 b - - 2 29,e6a2
r4rk1/pQ2q1pp/Pp1pb3/2p2p2/1PP1n3/4PN2/1B3PPP/R4RK1 b - - 3 18,e7e8
r2r1k1Q/pp3p2/2pp1q2/2b2Np1/3pP3/3B1P2/PPP1K3/7R b - - 6 25,f6h8
3n2rk/pp2Q1p1/5R1p/2q5/8/P1B4P/1PP2PP1/6K1 b - - 0 29,c5e7
6k1/1bp2p1p/p4p2/7N/2P5/7P/1P1r1PP1/4R1K1 b - - 2 26,d2b2
2kbK3/2pR4/2P5/1r5p/8/p6P/8/8 b - - 1 46,a3a2
7k/p2bqQp1/2np3p/7P/2B1PP2/5K2/P3N3/8 b - - 8 34,d7e8
1Rn5/p3kr2/2p1N3/4p3/4P3/7p/P6P/7K w - - 0 39,b8c8
3r2k1/1nq2ppp/1p6/2p2P2/P7/4Q3/1P1R1PBP/6K1 b - - 4 31,d8d2
5rk1/5ppp/4pn2/4Q3/8/4BK2/5PPP/3q2NR w - - 1 17,f3g3
r1bq2k1/ppp2ppp/2B2n2/4r3/8/6Q1/PPP1pPPP/RN2K2R w KQ - 0 14,g3e5
2kr2r1/ppp2p1p/8/3pB3/4nPbq/4Q3/PPP4P/R1K2B1R w - - 5 17,e3a7
rn4k1/ppp2ppp/3br3/3p1q2/3Pn3/2PQ1N1P/PP2BPK1/RNB4R w - - 7 13,f3g5
2rb1r2/1pq2p1k/p2p1P1p/3Pp1PQ/P1P5/1P5P/2P3K1/R4R2 b - - 0 25,f8g8
rnb1k2r/p4ppp/2p1p3/2PnN1B1/P3P3/2p5/5PPP/3RKB1R b Kkq - 0 14,d5b4
3r1rk1/ppq2pp1/1n1bp1p1/6N1/3PPBnQ/P2B4/1P4PP/R4RK1 b - - 6 20,d6f4
3r2k1/p1n4p/1pP3q1/6N1/2p5/6Q1/bP1K2PP/3B1R2 w - - 1 30,d2c1
8/1p6/3R4/4rpP1/8/2R2bkP/8/6K1 w - - 2 48,g5g6
7k/p4R1p/5p1B/3pP3/4b3/6KP/P2Q2P1/3r2q1 b - - 6 37,d1d2
r4rk1/ppQ3p1/4b2p/3pB1q1/3Ppp1P/1P6/P1P2PP1/R3R1K1 b - - 0 23,g5h4
2b2k1r/r4ppp/p2qp3/1p1pN2Q/5P2/2p2R2/P1P3PP/1R4K1 b - - 5 18,c8d7
r2q1rk1/1b2bp1p/ppn2npP/2p3B1/8/2QP4/PPP1BPPN/2KR3R b - - 1 17,f6d5
rn1q1rk1/ppp2ppp/1b2b3/8/1P2Q3/P2B1N2/2P2PPP/R1B1K2R b KQ - 4 12,e6d5
3r1r1k/6p1/1p1p3R/pPpB4/2Pb4/1q4PP/5PK1/2Q2R2 b - - 0 30,g7h6
r4r1k/pp2n1pp/1qp5/3ppPB1/PP4Q1/1BPP2p1/6P1/RN4KR w - - 2 18,g1f1
rn4k1/pp2qppp/2pb4/3p1B2/2PP4/2n5/PPQ2PPP/R1B1N1K1 w - - 1 14,b2c3
5r2/pp4p1/3kp3/2bn4/2p1B3/1PP4P/P5P1/3RRK2 w - - 1 31,f1e2
5k2/2R4p/1r3p2/3ppN1B/p7/1r1P2P1/4P2P/6K1 b - - 1 35,a4a3
3Q1bk1/5p1p/2N3pq/4p2n/8/1P3P2/P5PP/6NK w - - 3 29,c6e5
5rk1/pp5p/2p1q3/2b2p2/2P5/1P1R4/3R2PP/3Q3K w - - 0 25,d1h5
4R3/5p1p/5kp1/1p1P4/3n4/2PP2Pq/P6P/3B3K w - - 0 30,c3d4
r3k2r/ppp1bp1p/2p1b3/3qP3/3P2QP/2PBn1B1/PP3PP1/RN3RK1 w kq - 1 15,g4g7
4r1k1/1pp2pbp/p2p4/3P3p/7Q/1P3P2/P1P3P1/1K2q3 w - - 1 25,h4e1
r1bN1rk1/pp2n3/2n3p1/7p/2pbp2Q/1BN5/PPP3PP/R1B2RK1 w - - 1 16,g1h1
r2q2n1/p2pk2r/b1pNpp1P/b6Q/4P3/2P3B1/PP3PP1/R3K2R b KQ - 2 18,h7h6
r2rR1k1/pp1q1p1p/2n3pB/3P4/3Q4/8/PP3PPP/R5K1 b - - 6 18,d7e8
r4rk1/1bp2ppp/pp2p3/3q4/3P4/1P6/1PP1NPPP/R2QR1K1 w - - 2 18,c2c3
r4rk1/p1p2ppp/2p5/4q3/1Pp1P1n1/P1N2Q2/2P2PPP/3R1RK1 w - - 1 17,h2h3
6r1/1p6/p1p5/P1Pb1p1k/3Br2p/4P1P1/7K/2R3R1 w - - 2 37,g3h4
2kr2nr/pp3ppp/2p1p3/4P2b/1bp5/4N1P1/PP2PPBP/R1B2K1R w - - 5 12,e3c4
r1bqk2r/pppn2pp/3bpp2/3pN2Q/3PnB2/3BP2P/PPP2PP1/RN2K2R b KQkq - 1 10,e8e7
rn1qk2r/1pp1ppbp/p4np1/4P3/2B3b1/2P2Q2/PP3PPP/RNB1K1NR w KQkq - 1 8,f3b7
8/R5pp/6k1/p5P1/6KP/rp3P2/8/8 b - - 1 48,b3b2
2r3k1/5pp1/7p/1pPq4/3P4/3Q2P1/7P/4R1K1 b - - 0 30,c8c5
r1b2rk1/pp2qpp1/2n2N2/4p1N1/3b3Q/6P1/PP2P1BP/R2R3K b - - 0 17,e7f6
6k1/p1b2p1p/8/2P3p1/8/P6r/3r2B1/2R3RK w - - 0 32,g2h3
rnbq1b1r/pp1p4/1Npk3p/4pp1Q/8/4P3/PPP2PPP/2KR1BNR b - - 1 10,d6c7
4Q2k/p5pp/1p4p1/8/6Pq/P4r1P/1PP2n2/1K3R2 b - - 1 32,f3f8
1R6/2pk1p2/2Np4/3Pp3/2P1n3/8/4Kp2/R5r1 b - - 3 37,g1a1
8/5p1k/2p3pp/2N1p3/1PQ2p2/8/6PP/r2r2NK w - - 1 33,g2g3
5r2/pp4rk/1q1b2p1/3R3p/P3QP1P/1B5R/1P4P1/7K b - - 0 31,f8f4
3r2k1/5pp1/bpP4p/5Q2/5p2/1B5R/P5PP/4r1K1 w - - 1 30,g1f2
2rr3k/p4bp1/P6p/Q3b3/1pqNP3/n7/2NR1PPP/1KR5 w - - 5 36,c2a3
r4rk1/1p1n2q1/p1p1b2p/3p1p2/3BnP2/P1PQ4/1PB3PP/R5NK w - - 0 26,d4g7
3N4/pkp4p/1b1p2p1/8/4q3/7Q/PPP1r1PP/3R3K b - - 6 29,b7a8
2r2rk1/4qppp/4p3/pQ4P1/3P4/nP2B3/P1P2P1P/2KR1R2 w - - 1 21,b5a4
r7/2p5/p2p2R1/1p2kP2/4P3/1PPP1bK1/1P6/8 b - - 5 38,f3d1
4r1k1/pp2r2p/2p2np1/2qp1P2/8/3Rn2Q/PPP3P1/2KN1B1R w - - 0 23,f5g6
r1b2rk1/ppp2p2/2np2QP/4n3/2B1P1p1/2B5/2P2PP1/4K2R b K - 0 21,e5g6
1qR3k1/p4ppp/1p6/n2b4/3P2Q1/1P4P1/P4P1P/6K1 b - - 1 24,b8c8
7k/p6p/3qBp2/5Q2/8/4P1P1/3r1P1K/8 b - - 18 44,a7a5
1k2r2r/pppn2b1/5q1p/3p1b2/Q2N4/3P3P/PPPN1PB1/2KR3R w - - 2 18,d4f5
r2qk1nr/1p1bbp2/p1n1p1p1/2ppP3/3P2P1/N1P1B3/PP2NQBP/R4RK1 b kq - 2 14,e7h4
2kr3r/ppp5/3q3p/3p1b2/3P2n1/2P2N2/PP2BPP1/R2Q1RK1 w - - 0 18,f3h4
rn2r1k1/pb2bp1p/1p2p1pB/2pqP3/3P1Q2/3B1N2/PP3PPP/R4RK1 w - - 0 15,f3g5
r2q1r1k/p4p1P/1p3bp1/2pB4/8/P2PP3/1PP2Q2/2KR3R b - - 0 24,d8d5
r2q1r1k/pb4pp/1p6/2b2B1Q/3p3P/5P2/PBP2P2/R5RK b - - 0 20,d8f6
r1b5/p2R1rp1/2p1BkNp/1p3P2/4P3/2P4N/P5PP/4K2n b - - 0 22,f7d7
5r1k/2Q3p1/3P3p/2p2q2/p2r4/P4b2/1P1N3P/K2R2R1 b - - 2 31,f5c2
r1b1qk1r/ppppb1p1/2n2P1p/6N1/8/1Q6/PB3PPP/RN3RK1 b - - 0 12,h6g5
8/5r1p/P3p1kP/6P1/6Q1/8/5qNK/8 b - - 1 49,f2b6
r7/pp1Q2pk/2n2r1p/4pN2/1q3p2/1P2P3/P4PPP/2R2RK1 b - - 7 24,a8d8
r1b2rk1/pp3p2/2p4R/q2p2p1/2PP4/P1n1P1P1/R1QNBPP1/4K3 b - - 4 18,c3a2
4r2k/pp3p1p/3p4/3Pq2P/3r4/P4Q2/1P6/K5RR b - - 2 36,e5d5
3r2bk/R3R3/1p4p1/8/8/6P1/Pr4B1/7K w - - 0 35,g2e4
3R4/6bk/p7/1p6/1P3p2/P2R2p1/4B1Pq/6K1 w - - 6 40,g1f1
6k1/5p2/6r1/p1p5/3pQ1Pp/1P1Pb1qP/6K1/1R3R2 w - - 9 37,g2h1
3rkq1r/1p1b1ppp/p1n1p3/3N1N2/8/8/PPP2PPP/R2QR1K1 b k - 0 16,d7c8
1R5k/6pp/p7/4p3/1P1q4/8/B3r1PP/1R5K b - - 0 38,d4d8
6k1/5pp1/7p/1q2P3/r4P2/2p3P1/2Q4P/3RK3 b - - 1 42,b5c4
3r2k1/5bp1/2R2p1p/1N6/8/2B1bP1P/1PP3P1/2K5 w - - 13 38,c1b1
rn1qkb1r/ppp2Np1/2b1p2p/7P/2BP2P1/2P2P2/P1P1Q3/R1B1K2R b KQkq - 0 15,e8f7
r1bqrk1Q/p2n2p1/1pn1p3/2ppP1N1/5B2/2P1P3/PP3PPP/R3K2R b KQ - 6 17,f8e7
6k1/4Qppp/8/3rP3/1Kp4P/2P3P1/Pq3P2/R3R3 w - - 0 32,b4c4
r2r2k1/1p3pp1/p1q1pn1p/8/8/P1N1n1B1/1PQ1B1PP/R4RK1 w - - 0 22,c2c1
b2q1rk1/3nbppp/2n5/3pNQ2/2pP2P1/1pP1P3/1P1N3P/1BB2RK1 b - - 0 18,c6e5
5r2/pp2pr2/2np2Qp/3Nb3/6k1/8/PP6/6K1 b - - 1 32,g4f3
r3kb1r/1bp2ppp/p7/8/2N1q3/4B3/P1P2PPP/R2Q1RK1 w kq - 2 16,f1e1
r4b1r/pp2kp2/1qn1pNp1/2Q3Pp/5B1P/5P2/PPP5/2KR2NR b - - 0 17,b6c5
r1bq3k/pp3QpR/8/5p2/2B5/1N6/P1P3PP/b5K1 b - - 0 20,h8h7
6k1/p1pnRrpp/2pp2r1/8/2N2P1P/1P4PK/P3R3/8 b - - 3 31,g8f8
3r1r1k/pp6/6QP/6p1/8/1P4n1/Pb2P3/3NK3 w - - 0 36,d1b2
Q2q2k1/5ppp/4p3/2Bn4/3P4/7P/5PP1/R6K b - - 0 35,d8a8
2rR1k2/5p2/p5r1/1p2Q2p/2q1P2P/6P1/PPP2P2/1K1R4 b - - 2 27,c8d8
r1b2rk1/1p3ppp/p2bp3/8/P2pPq2/1B1P1N2/1PQ3PP/4RR1K w - - 2 19,f3d4
2kr4/p7/1p2R3/2p5/4PPB1/2P1n3/PP6/1K1q4 w - - 0 35,g4d1
8/1kp4p/1bR4p/5p2/5P1P/6P1/4r1K1/2R5 w - - 4 50,g2f3
1Q6/1p1r1kp1/p1q2pb1/6Pp/7P/P1B5/1P3P2/4R1K1 b - - 3 32,c6c4
r4r1k/5p2/p3qPp1/1p2p2p/4b2Q/P6P/1PP1B3/5RRK w - - 0 34,h4e4
8/6R1/1p1p3p/p1bPp2k/P3B3/3P2P1/r4r1P/2R4K w - - 3 32,h2h3
r5qk/pQ6/3p3p/2pP4/5P2/4B2R/P4b1P/4R1rK w - - 2 29,e1g1
r4k2/p6Q/1pbN1b2/3p4/PpP3qP/1P6/5PP1/4R1K1 b - - 6 31,d5c4
7k/pp4pp/2p5/3p4/1P1P1P2/P5Pq/1B2b2P/4R1K1 b - - 1 27,e2f3
3k4/8/1p2Bp2/p3pnr1/3p3p/BP4r1/P5Q1/2R4K b - - 0 38,g3g2
2R3k1/3Nn1bp/4p1p1/p4p2/P3P3/5N2/1r3PPP/5K2 b - - 1 28,g8f7
r2q1rk1/pp1n4/2p5/8/2pP1b2/2P2N1R/P1Q2PPP/R5K1 b - - 4 17,d7f6
3r2k1/p1p2ppp/1r3b2/N1pP4/n4P2/P1P3P1/1P2R2P/R1B3K1 b - - 0 22,d8d5
7k/1p3R1p/p7/5N2/P2r4/5K2/1r3PPP/8 b - - 2 34,d4a4
2r3k1/p4pp1/1b5p/8/Q3B3/8/1q3PPP/5R1K b - - 1 25,c8c1
5rk1/2p2q2/3p3R/1P4p1/2PQp1r1/R4P2/5K2/8 b - - 1 41,g4h4
2r4k/3pB2p/p5pN/4p3/2P2R2/7P/B5PK/4q3 b - - 0 37,e5f4
4rk2/p2Q1ppp/1p6/5R2/1P6/P6P/2P1p1PK/5q2 b - - 1 35,e2e1q
6r1/2p2Q1k/pb2Np1p/1p2qP2/8/P2p2RP/6PK/8 b - - 1 41,h7h8
4r2k/p4RBp/1p2B1p1/3pp1K1/7P/r7/2p5/8 b - - 1 44,h8g8
6k1/2q2pp1/8/P7/3Pp3/4Pp1P/5Pr1/R4Q1K w - - 18 41,a5a6
r1q1r1k1/p1p2p2/2pp2p1/4p1Q1/4Pn2/2PP1N1P/PP3P1K/RN4R1 w - - 1 18,b1d2
1b2r3/1R3Qpk/6rp/8/P2P2q1/2P2N2/4R1P1/6K1 w - - 0 41,e2e8
3rkb1r/ppp1pppp/5n2/1N2n3/5B2/8/PPP2PPP/R3K1NR b KQk - 0 9,f6d7
5R1k/5Q1p/6p1/p4p2/1q6/1P1P1BP1/P4PKP/4r3 b - - 0 38,b4f8
5r1k/pb3p1p/5rpQ/1pq5/2p1PP2/P5P1/1P3RBP/R6K b - - 0 33,c5f2
r2q1rk1/pppb2pn/2n4p/4Np2/3P4/1B5P/PP1BQPP1/R4RK1 b - - 2 17,g8h8
r1b1rk2/pp2qp1p/2p3n1/4p3/2B1P2P/5Q2/PPP2PP1/3R1RK1 b - - 2 22,e7h4
r5k1/4bppp/3p4/3Qp1Pn/4P3/qr2BP2/1P5P/K2R3R w - - 0 24,b2a3
3r1rk1/p1pbbppp/3p1q2/3P2N1/4Q3/8/PP1B1PPP/R3R1K1 b - - 6 17,d8e8
4n3/R3k3/4p1P1/8/4BK2/pr6/6P1/8 b - - 7 48,e7f6
1n1r1r2/p4pkp/2Q5/qB2p3/4Pb2/2N2P1P/PPP2P2/6RK b - - 1 21,g7h8
r5k1/P4ppp/1R2p3/3pP3/5P2/8/6PP/6K1 b - - 0 32,a8a7
5rk1/5pp1/pp2p2p/3q4/6Q1/6RP/1P3PPK/8 b - - 7 34,d5d6
r2q1rk1/pbp2ppp/1pn1pN2/6N1/3b3P/3Q4/PPP2PP1/2KR1B1R b - - 1 12,d4f6
rn2k2r/ppp2pp1/6p1/3p4/3P3q/2P1P3/P3QPPP/R1B2RK1 w kq - 2 13,c3c4
1r4k1/p1p2ppp/3p4/4p2b/4P3/P2P3P/K1r2q1N/R1Q4R w - - 0 24,c1c2
2k2r1r/1pp5/p7/2pP4/2Pbb1p1/6P1/PP2R1K1/4R1N1 w - - 0 31,e2e4
r3k1nr/3qppbp/2pp2p1/8/1nPPPP2/1B2BN2/1P2QP1P/2KR3R w kq - 1 18,e3d2
r1bq1rk1/p1p4p/1p2p3/2PpP3/1P1Pp1P1/4b3/P2KB3/R1BQ3R w - - 0 18,d2e3
5k2/p7/7p/8/P1n4P/4NP2/1r5r/4RRK1 w - - 2 40,e3g4
r4r2/bpp2pkp/6p1/p3B1P1/4PnNP/PP1P4/2P2P2/R3K3 b Q - 0 29,g7g8
r5k1/1p1bqRpp/4p3/4N3/p1P1p3/4P1Q1/6PP/5K2 b - - 3 32,a8f8
2r2rk1/1b1N1ppp/p3pn2/1pqp4/3n1P2/P1NQ2P1/1P3P1P/1BR1R1K1 b - - 2 18,f6d7
8/8/7k/1ppQb3/8/4r2P/P1P3PK/8 w - - 5 47,h2h1
6rk/pp5p/2np4/4ppq1/2Q5/1P5P/P1R3P1/2R3K1 w - - 2 33,c2c3
5r2/p3kr1p/2q5/2b1P1Q1/4p3/2P5/PP4PP/3R3K b - - 4 30,e7e8
3r1rk1/1p3p2/p5p1/3Pp2q/1P2P1n1/1B2Q1R1/P1P3PP/5RK1 w - - 7 40,e3f3
r4rk1/ppp2ppp/4p3/3q4/5b2/3Q1P1R/PPP4P/R6K b - - 0 20,a8d8
r5k1/pb1nqrp1/1pn1p3/3p1ppQ/2pP1P2/2P1P2R/PPBN3P/R1B3K1 b - - 1 18,d7f6
Q7/5pk1/p5p1/q2p2Pp/2pP3P/2N2P2/K1P5/1Rb4R w - - 1 32,c3a4
4r1k1/pp3ppp/2bp1q2/8/8/3Q1NP1/P2NrP1P/1R1R2K1 w - - 12 25,f3d4
7k/6p1/1Q5p/8/7q/2P5/PP1RK1P1/4r3 w - - 7 35,e2d3
r4rk1/ppq2ppp/3bp3/1b1pNnN1/2pP4/2P3B1/PPQ2PPP/R3K2R b KQ - 9 14,f5g3
q4rk1/2r1bppp/4p3/p3N3/Qp1B1n2/P1n4P/1P1N1PP1/3RR1K1 w - - 6 26,b2c3
r1b4r/pppq4/4kp1p/3Np2Q/2Pb4/6P1/PP4KP/R4R2 b - - 0 18,b7b5
r2qkbnr/pb3ppp/1p2p3/2p5/1n1pPP2/2NP1N2/PPPBQ1PP/2KR1B1R w kq - 0 9,c3b1
1r3rk1/5ppp/b1n1pB2/pq4N1/2R5/P3P3/1PQ2PPP/5RK1 b - - 4 18,b5c4
r2q1rk1/1pp1bppp/3p1n2/p2P4/1nP1N1b1/1PQ1P3/PB1N1PPP/R3KB1R b KQ - 0 12,f6e4
r2Qk2r/5p2/2N1p3/4p1p1/p3P3/2p4P/PPP1q1P1/1K1R4 b kq - 0 28,a8d8
r3k2r/1p1n1pp1/p1p1p3/1P5p/6nP/P1N3q1/1B1PP1B1/2RQ1RK1 w kq - 2 17,d1e1
r1b2k2/ppq2pN1/2n1n2Q/8/8/8/PPP3P1/1K2RB2 b - - 0 25,e6g7
1k5r/1bq2ppp/1p2p3/p1b5/P1BrP1n1/3P1N2/3B1PPP/R2Q1RK1 w - - 0 18,f3d4
r3kb1r/ppp1pppp/n1P5/8/2Pq4/P4P2/5P1P/RNBQKB1R b KQkq - 0 10,d4a1
1r5k/4pQ1p/3p1bp1/3Bq3/6P1/p7/4PPK1/7R b - - 5 29,a3a2
5k2/p1p2p1p/2p1p1p1/4P3/P1P2b2/1P1R1N1P/5PP1/1r4K1 w - - 7 26,f3e1
6k1/p5r1/4p3/p3Prq1/2P1QpP1/3R3K/8/6R1 w - - 4 43,g4f5
6k1/ppr3pp/4p3/8/1P6/2Q5/q2rPPPP/2K2B1R w - - 0 21,c3c7
r2qk1nr/pppb1ppp/8/1B1Pp3/1Q2P3/B7/P4PPP/b4RK1 b kq - 1 15,a1d4
6k1/p1p2ppp/8/1P6/KP6/P4rPP/r4P2/2R2R2 w - - 2 24,c1a1
r2qkb1r/pp4pp/3p4/2pQp3/2B1n1b1/1PP2NP1/P4P1P/R1B2RK1 b kq - 1 12,e4f6
2rq1rk1/p2n1ppp/1p1bp3/2pn2N1/3P3P/1P4P1/PBQ2PB1/2R1R1K1 b - - 1 18,c5d4
r3k2r/2p2pb1/p1n1pq1p/1p1p2p1/3P4/2PQPPPP/PP3R2/1B2K1NR b Kkq - 1 17,e8g8
rn4Q1/7p/1pP2pk1/pP2pNpq/1bBPp3/4P3/5K1P/R6b b - - 5 27,g6f5
r2q1rk1/1p1b1ppB/4pn2/pN1p4/1n1P4/4PNP1/PPQ2PP1/R3K2R b KQ - 0 13,f6h7
8/2p2ppk/2p5/R1N1P2p/P6P/5bBK/2r5/8 w - - 0 34,c5d3
2R3k1/6pp/p2r2b1/1p1pp1N1/8/7P/PP3PP1/6K1 b - - 0 29,g6e8
k7/1p6/pPq3p1/P1p3N1/2P2Pb1/6Pp/5Q1P/4r1K1 w - - 3 42,f2e1
r1bqkb1r/pppp2pp/5n2/5p2/1nP1p3/2N1P3/PP1PNPPP/R1BQKB1R w KQkq - 3 7,a2a3
4nk2/1p3ppp/8/1BpN4/3r1P2/1b5P/6P1/4R1K1 b - - 1 29,d4d5
5rk1/5ppp/1pN1p3/1P1p1q2/1Q1PnP2/4P3/6PP/R5K1 b - - 4 23,g8h8
1Q6/2Pr2k1/4K1p1/4p3/3q1bPp/7P/P7/8 w - - 9 49,c7c8q
r4rk1/ppp2ppp/3pb3/4n3/3QPq1P/2N2P2/PPP1B3/1K4RR b - - 3 17,e5f3
r3kb1r/ppp2ppp/8/3pP3/3nq3/2P5/PP1K2PP/R1BQ2NR w kq - 0 13,c3d4
3r1rk1/6p1/p3N2p/q2pQp2/Pp6/1P5P/5PP1/2b1R1K1 b - - 1 26,d8e8
r1b1nrk1/ppp2pp1/3p1q1p/4p3/2BbP3/2NP3P/PPP2PP1/R1BQK2R w KQ - 0 12,c3d5
R2r1R1k/6p1/7p/4P3/4Q3/3r2P1/3q2BP/7K b - - 10 39,d8f8
r2qkbnr/pp1n1ppp/2p5/3bp3/3pN1P1/3P1N1P/PP2PPB1/R1BQ1RK1 b kq - 4 9,g8e7
6k1/p2R2b1/5q2/1pp3pQ/4p3/8/P1P3PP/7K w - - 4 41,h5g4
8/p1R2p1k/7p/4Qp2/6b1/P2PP1P1/4PK1q/8 w - - 0 39,f2e1
k7/5pp1/ppQ5/7p/8/PPP2B2/K5PP/2q1r3 b - - 0 36,a8b8
6k1/pp3ppp/2pp4/8/2PP2Nn/1PN2q1P/P2Qr2K/R7 w - - 4 27,c3e2
8/4k1Q1/2p1P3/4K3/3Pb3/4q3/1r6/8 b - - 2 53,e7d8
6k1/p5p1/1p2p1q1/1Q2Bp1p/P2Pb3/4P2P/6r1/R4BK1 w - - 0 33,f1g2
6rk/7p/5R2/pp3N1Q/3pq2P/P5P1/1P3PK1/8 w - - 1 30,g2h3
6k1/3p2b1/2pPp1Q1/1pP5/1P6/4r1Pp/4qP1P/5RK1 w - - 0 39,f2e3
r2qkb1r/3nnppp/p3p3/1p1p1N2/B4P2/2P5/PP1P2PP/RNBQ1RK1 b kq - 0 10,b5a4
r1b2rk1/pp4pp/2p5/3pP3/3Pp3/1QP3Pn/PP1B2NP/R4q1K w - - 0 23,a1f1
3r1r2/1p2ppkp/6p1/8/1q6/1P2Q3/P3bPPP/3RR1K1 w - - 0 23,d1d8
4RQ2/6rk/p2p2pp/1p6/8/1P5P/P5PK/q7 b - - 8 36,g7c7
2r5/1b1rkQ2/pb2p3/1p1nP1N1/3P4/3B3P/Pq3P2/3RR1K1 b - - 0 29,e7d8
1r2r1k1/p1p1qppQ/2p4p/6N1/3P1B2/P7/2P1B1PP/R3K2n b Q - 1 18,g8f8
r1b4r/ppB1ppbp/2p2np1/k7/N3P3/8/PPP2PPP/2KR1B1R b - - 7 12,a5a4
8/5kp1/1Pq1p3/5p2/8/6P1/4QPK1/8 w - - 1 43,g2h3
5qk1/7p/2p3pP/p2pQ3/P1p1b3/4P3/1P4P1/6K1 b - - 5 39,f8f5
7k/p5R1/4N3/3p1p2/4pPn1/2P3P1/Pr4KP/8 w - - 2 30,g2h3
3n1rk1/1p3ppp/pN1b4/3P3q/8/PQ3p2/1P3PPP/2R2RK1 w - - 0 22,b3f3
r1bq1r1k/pp5p/2p3p1/2npQ2N/8/2PB4/PPP3PP/2KR3R b - - 5 17,h8g8
k1Nr3r/Qp3qp1/p1n1b3/3p1pP1/5B2/7P/PPP1B2K/R4R2 b - - 10 22,c6a7
r3k2r/pbp1bppp/1pN2nq1/8/8/2N2PP1/PP1PQ1BP/R1B1R1K1 b kq - 0 13,b7c6
4B3/6R1/1p3p1p/6k1/P3n3/4P2P/5RK1/2rr4 b - - 0 49,g5h4
8/2p3rr/5R1k/3p1Q2/8/4P1P1/2P1KP2/7q b - - 20 46,g7g6
r4rk1/1p3pbp/2pp2p1/p2Pp1Nq/2P1P1n1/Q1Nn2P1/PP3PB1/R1B1R1K1 w - - 0 16,e1f1
8/pp5p/2p1R3/1b3pk1/8/4KBP1/P2r2NP/1r6 b - - 7 38,d2g2
r2q2k1/1p3ppp/5n2/p3pb2/8/2P2P2/PPQ3PP/1K3N1R w - - 0 23,c2f5
6k1/2p3pp/p3p3/1pPpq3/1P2p3/P3P2r/2Q1BrP1/R5RK w - - 0 25,g2h3
r1bq1rk1/1pp1nppp/pbnp4/4P1N1/PPB5/2PQ4/5PPP/RNB2RK1 b - - 1 11,d6d5
4r2k/5p1p/1qnQ1p2/pp1p4/2pP4/P1P2N1P/1P4P1/5RK1 b - - 1 29,e8e6
5rk1/5ppp/5b2/pp1B3R/8/Q7/5qPP/1KR5 w - - 0 29,a3d3
1k2r3/ppp3pp/3b4/3p4/3q4/7P/PPP2PP1/R1BQ2K1 w - - 0 21,d1d4
8/5p1p/p3b1k1/2Q2p2/3p2n1/P2P1BPq/4PP1P/5RK1 w - - 1 31,c5d4
5k2/3R4/5K1p/6p1/5p2/5P2/8/6r1 b - - 17 52,g1g3
1nbqkb1r/r5p1/p2p1p1p/1pp3NQ/4P3/8/PPPP1PPP/R1B1K2R b KQ - 1 11,e8e7
r1b2rk1/pppp2pp/3bp3/5p1q/2PP2n1/1PN1P1P1/P1Q1NPB1/R1B2RK1 w - - 0 13,f2f3
3r2k1/3p1Qp1/4p2p/2r1B3/p3q3/5RP1/P4PKP/8 b - - 2 38,g8h7
rn1q1rk1/pb1pbpp1/1p3n1p/2pN2N1/2P5/6P1/PPQ1PPBP/R1B1K2R b KQ - 0 10,f6d5
r1br2k1/pp3ppp/8/4p1q1/2P1Bn2/1P2Q3/P2N1PPP/R4RK1 w - - 0 17,d2f3
r3r1k1/p1b2ppp/1pnq1n2/2pp1b2/2P5/PN1PP3/1B2BPPP/RN1Q1RK1 w - - 1 14,c4d5
2Q5/6pk/8/4P3/3p4/3Pb3/P1P1K2q/1R3R2 w - - 0 35,e2d1
r3k2r/1pp2Q2/1pnpB2q/4p3/4P3/2PP3P/PP3P1K/R7 b - - 5 30,e8d8
5k2/2p2p2/5p1p/Q7/2P5/1P4RP/P4qPK/4r3 w - - 1 32,a5c7
8/1p5p/p1k5/2b5/4r3/2Q3Pq/PP5P/4R2K w - - 0 30,e1e4
5k2/2R3pp/4pp2/1R2n3/P3r3/8/7P/3K4 b - - 3 35,e4a4
1bq2r1k/1p3p1p/p1n1rN2/5QR1/3P4/3NP2P/PP3PP1/5RK1 b - - 2 25,e6f6
2r5/p2N3p/1p2R1pk/8/2rn1P2/6PP/P2R4/3K4 w - - 2 32,e6e4
6k1/p4p1p/1p1np1pP/1b1pQ1P1/1q1P1P2/1P5r/P2N1P2/1B2R1K1 b - - 0 29,b4d2
2r2r2/pp2pp1k/3p2pP/P7/1P6/3q4/1Q3PP1/6KR b - - 5 27,c8c2
8/p4pk1/2p5/6p1/4N3/1B2b1qr/PP4P1/3Q3K w - - 0 31,g2h3
8/1PQ2pkp/6p1/1q6/6K1/5PP1/7P/8 w - - 5 44,f3f4
4r1k1/5ppp/p4n2/1p6/8/1BPQ1P2/P2R2PP/2q3K1 w - - 2 31,g1f2
6k1/R7/8/5p2/1p6/1N4P1/P5PK/1r6 w - - 2 50,h2h3
5rQk/p5pp/b2N4/q7/4p3/b3P3/2R2PPP/1R4K1 b - - 7 33,f8g8
8/1p5q/8/2R3P1/pk1PP3/8/1KP5/8 b - - 0 42,h7g7
